FoodExp,Residence,HholdSize,RestMeals,Gender,Age,Income
221.472,2,1,0,0,35,573.841
140.496,2,1,0,0,69,710.868
263.22,2,2,0,1,83,1326.649
620.232,2,3,0,1,56,3684.16
306.264,2,3,0,1,60,1165.732
370.668,2,4,0,1,36,1863.8
595.86,2,3,8,1,32,2186.925
738.876,2,4,10,1,31,3340.621375
167.7,2,1,0,0,68,770.105
116.82,2,1,0,0,51,1068.953
291.972,2,1,0,0,71,1199.504
499.044,2,1,9,0,26,1330
336.828,2,2,0,1,76,1124.96
318.204,2,1,0,0,73,619.21
272.064,2,1,0,0,53,868
262.224,2,2,0,1,55,1621.745
346.356,2,1,15,0,25,1432.302
506.664,2,3,0,1,42,1794.164
294.228,2,3,0,1,52,2398.44
298.932,2,2,0,1,70,1254.37
1016.4,2,4,0,1,65,3120.928
664.152,2,3,0,1,59,2089.52
208.92,2,1,0,0,63,1122.195
643.092,2,4,0,1,59,3134.34
921.24,2,4,10,1,40,3962.48
237.804,2,1,0,0,52,996.51
142.956,2,1,0,0,82,1013.41
366.936,2,2,0,0,51,1863.733
601.308,2,3,2,1,37,2854.758
439.26,2,1,0,1,42,1460
501.696,2,3,0,0,38,2848.934
560.568,2,2,0,0,54,1445
556.212,2,3,0,1,64,2207.97
153.528,2,1,1,0,76,858.09
384.84,2,3,2,1,35,3117.164
552.132,2,2,0,1,55,4219.072
580.236,2,2,0,1,57,1971.988
288.936,2,3,0,0,48,2568.35
674.304,2,5,0,1,39,3267.585
520.152,2,3,0,1,58,2586.115
565.74,2,2,4,1,29,2521.2
755.892,2,5,0,1,28,2123.532
887.832,2,4,0,1,33,2119.2
543.756,2,3,3,1,31,2853.26
487.056,2,2,0,1,35,2408.528
156.36,2,1,0,0,64,554.388
202.608,2,1,0,0,42,1755.08
66.864,2,1,0,0,73,720.65
152.124,2,1,0,0,56,666.28
178.836,2,1,0,1,46,1545.755
510.096,2,5,0,1,40,3579.008
695.544,2,2,56,1,54,2264.8
444.24,2,3,0,1,55,3077.664
96.072,2,1,0,0,22,768.336
603.636,2,3,0,1,33,2720.36
306.336,2,1,0,1,60,933.9
173.568,2,1,0,0,29,1442.783
809.496,2,3,0,1,41,3479.847
263.4,2,1,0,1,43,2112.506
459.528,2,3,0,0,30,1506.276
238.896,2,1,8,0,35,1779.633
377.964,2,2,0,1,52,1570.34
1050.744,2,3,0,0,48,2610.215
279.348,2,1,0,1,50,1145
554.172,2,3,0,1,44,1441.672
625.392,2,3,0,1,41,2295.362
112.044,2,1,0,0,54,734.448
517.428,2,4,0,1,30,1570.105
361.008,2,1,0,1,29,1434
288.204,2,1,2,0,25,1122.5
453.06,2,3,0,1,33,3754.436
282.66,2,3,0,1,53,1732.67
285.12,2,2,0,0,53,1141.66
112.44,2,1,0,0,46,912.57
553.26,2,2,0,1,78,1602.926
278.556,2,2,0,1,51,1623.8
143.712,2,1,0,0,70,688.938
345.396,2,3,0,1,48,837.216
323.712,2,4,0,1,44,1904
358.248,2,2,0,1,52,2468.194
939.324,2,4,0,1,45,3175.4
198.384,2,2,0,1,68,798.886
366.888,2,2,0,1,47,910.927
168.432,2,1,0,0,69,733.451
253.68,2,2,0,1,79,1233.145
370.188,2,4,0,1,47,5097.536
664.644,2,5,0,1,37,3836.3
221.52,2,1,0,0,60,1186.204
640.848,2,2,0,1,62,1315.331
457.848,2,4,0,1,36,2946.8
519.216,2,3,0,1,52,1950.79
484.308,2,4,0,1,46,3380.62
145.992,2,1,0,0,77,677.505
392.424,2,3,0,1,56,1208.391
550.32,2,3,0,0,37,1779.46
425.04,2,4,0,1,39,1524.656
229.704,4,5,0,1,53,2056.728
520.86,4,5,0,1,53,2401.16
707.472,4,5,0,1,47,1538.364
343.356,4,3,0,0,45,1359.94
324.288,4,3,0,0,53,2635.644
478.68,4,4,0,0,54,2283.556
420.588,4,3,0,1,50,2487
172.932,4,1,0,0,70,736.1
302.904,4,2,0,1,36,1664.732
497.796,4,6,0,1,41,3164.382
399.984,4,4,0,1,37,2528.81
326.496,4,2,0,1,52,1231.73
79.272,4,1,0,0,88,628.25
385.728,4,2,0,1,58,1644.07
518.052,4,3,0,1,49,1827.288
449.64,4,4,0,1,27,643.316
307.692,4,3,0,1,60,1851.811
293.16,4,2,2,1,81,1223.384
517.332,4,4,0,1,41,2299.925
276.348,4,3,0,1,36,1660.512
774.876,4,7,0,1,63,2097.996
679.392,4,4,0,1,40,990.2
182.316,4,2,0,1,53,1082.241
178.332,4,3,0,0,37,1563.795
922.956,4,5,0,1,63,1744.8
313.248,4,1,0,0,64,729.678
474.792,4,3,0,0,28,2389.409
429.6,4,5,0,0,49,1008.93
303.3,4,1,0,0,67,895
388.56,4,3,0,1,56,1837.532
788.388,4,7,0,1,41,1303.732
501.12,4,2,0,1,59,-49.18
162.396,4,1,0,0,34,852.6
301.452,4,2,0,1,56,2443.6
113.892,4,1,0,0,46,1095
426.48,4,4,0,1,33,2464.8
660.852,4,5,0,1,57,2666.952
721.644,4,5,0,1,57,1171.508
406.716,4,3,0,1,52,1974.7508
388.464,4,2,0,1,60,2005.036
366.756,4,3,2,1,70,2066.032
498.54,4,3,0,1,30,1475.4
559.116,4,6,0,1,58,2024.38
638.892,4,3,0,1,44,231.592
321.048,3,2,0,1,48,811.28
383.244,3,3,0,1,37,1637.623
178.332,3,1,0,0,64,636.34
353.568,3,2,0,0,50,1703.768
340.092,3,3,0,1,54,1267.81
511.596,3,5,0,1,35,1751.044
289.044,3,2,0,1,72,1033.912
436.476,3,3,0,1,36,1655.183
599.856,3,3,0,1,51,2079.013
414.492,3,4,0,1,36,1572.72
578.268,3,5,0,1,49,888.98
703.14,3,2,0,1,55,2704.984
625.032,3,4,0,1,41,3950.54
425.976,3,3,0,1,71,1525.32
622.14,3,2,0,1,54,3333.81
387.816,3,4,0,1,37,894.56
491.112,3,2,0,1,57,1090.122
573.192,3,4,0,1,54,3397
704.04,3,4,0,1,45,4412.92
270.696,3,2,0,1,80,931.44
396.84,3,3,0,1,28,1465.246
948.468,3,4,0,1,39,1595.311
473.796,3,4,0,1,40,1808.953
598.248,3,3,0,1,60,1787.025
524.616,3,4,0,1,24,1865.114
210.948,3,2,0,0,41,593.712
445.344,3,4,0,1,56,1204.91
543.528,3,4,0,1,43,1797.32
588.144,3,4,0,1,46,1700.605
864.12,3,7,0,1,58,2158.8
176.7,3,1,0,0,58,566.946
286.44,3,2,0,1,46,1013.82
414.972,3,2,0,1,77,840.06
595.008,3,3,0,1,54,1258.822
186.912,3,1,0,1,60,525.9
570.828,3,4,0,1,34,1480.96
178.056,3,1,0,0,76,479.44
336.48,3,2,0,1,54,1319.683
951.732,3,4,0,1,48,1696.805
458.808,3,2,0,1,61,999.66
402.54,3,2,0,1,56,1246.886
182.748,3,1,0,0,56,730.4
286.752,3,2,0,0,36,766.191
567.924,3,5,0,1,55,2281.84
601.656,3,4,0,1,31,1973.276
236.76,3,1,0,0,66,1228.1
357.696,3,4,0,1,49,1438.825
216.828,3,2,0,0,28,907.5
388.128,3,3,0,1,28,1392.214
287.1,3,2,0,0,69,2478.801
390.852,3,2,0,1,54,604.38
303.276,3,3,0,0,41,1632.109
248.256,3,3,0,1,28,1289.461
286.32,3,1,0,0,45,1273.926
329.208,3,2,0,0,47,1723.338
366.78,3,1,0,0,53,755.454
502.536,3,2,0,1,57,1006.92
173.352,3,2,0,0,50,560.825
270.96,3,2,0,0,72,1424.695
219.384,3,2,0,1,24,1550.3790625
331.692,3,3,0,1,39,1791.159
760.404,3,4,0,1,49,2606.5891286154
478.32,3,3,0,0,42,960.686
651.12,3,5,0,0,43,2653.488
352.068,3,5,0,1,35,1451.422
481.104,3,3,0,0,53,1748.248
263.688,3,2,0,1,59,1126.477
249.108,3,3,0,0,34,1251.417
312.636,3,2,0,0,64,777.752
295.32,3,1,0,1,52,673.296
323.088,3,4,0,1,40,789.94
135.684,4,1,0,0,59,434.124
1028.412,4,4,0,1,59,2889.731
264.708,4,2,0,0,61,1716.916
213.804,4,1,0,0,53,929.304
327.252,4,2,0,1,60,1481.706
780.192,4,2,0,1,49,1447
289.008,4,4,0,1,23,532.785
124.2,4,1,0,0,71,544.04
573.888,4,4,0,1,53,2935.671
574.26,4,3,0,1,78,1838.25
577.452,4,5,0,1,56,2057.797
211.308,4,1,0,0,39,876.733
323.568,4,2,0,1,53,1071.21
272.58,4,2,0,0,74,713.23
334.272,4,2,0,1,65,1383.552
422.676,4,4,0,1,40,1532.167
325.26,4,2,0,0,51,832.367
626.916,4,5,0,1,46,1172.825
593.076,3,4,0,1,39,1540.564
504.18,3,5,0,1,39,1381.384
370.572,3,7,0,1,46,1846.864
430.56,3,2,0,1,62,1158.956
165.204,3,2,0,0,35,862.921
363.564,3,4,0,1,33,1210.625
412.428,3,3,0,1,28,1189.3
184.212,3,1,0,0,54,763.796
395.82,3,2,0,1,48,2335.432
143.052,3,2,0,0,63,1130.956
915.192,3,5,0,1,38,1293.921
366.012,3,1,0,0,52,936.41
204.516,3,1,0,0,27,1220.112
190.38,3,1,0,0,44,1097.636
323.604,3,3,0,1,58,3168.788
396.396,3,2,0,1,70,2067.693
262.308,3,4,0,1,40,2350.46025
158.88,3,4,0,1,54,1838
451.992,3,5,0,1,34,1745.904
443.76,3,4,0,1,30,1548.064
304.56,3,2,0,0,47,2684.8156625
552.672,3,2,0,1,52,2488.14816
611.388,3,2,0,1,62,2948.603
287.172,4,3,0,1,25,1604.98
657.024,4,4,0,1,32,1683.522
165.54,4,1,0,0,47,1040.0470625
182.544,4,2,0,1,80,841.603
380.988,4,5,0,1,39,2052.012875
281.58,4,2,0,1,71,710.606
332.58,4,4,0,1,37,1272.018
554.64,4,5,0,1,35,1853.251
971.604,4,5,0,1,62,1773.628
326.352,4,4,0,1,54,1216.34
275.352,4,4,0,1,26,1314.034
420.228,4,2,0,1,28,1964.028
213.744,4,2,0,1,25,1084.019
650.304,4,3,0,1,53,1967.103
206.64,4,1,0,0,53,772.37
471.288,4,4,0,1,38,2813.4031625
1018.992,4,5,0,1,37,4441.2974625
664.596,4,2,0,1,58,1308.202
181.44,4,1,0,1,56,539.38
157.104,4,1,0,1,57,406.065
374.04,4,1,0,1,32,569.4
221.976,4,1,0,1,57,420.44
435.12,4,3,0,1,55,1786.618
266.04,4,2,0,0,61,959.241
493.824,4,3,0,1,36,1458.476
339.66,4,2,0,1,63,1361.734
570.252,4,3,0,1,56,1494.622
447.648,4,4,0,1,52,1502.404
253.812,4,1,0,0,67,477.464
833.46,4,3,0,1,51,1762.536
363.588,4,2,0,0,59,376.537
319.512,4,2,0,1,60,1255.415
561.732,4,4,0,0,37,1345.097
438.792,4,4,0,1,32,933.841
275.292,4,2,0,1,80,863.857
272.988,4,1,0,1,58,596.96
452.94,4,4,0,1,32,1149.4
787.26,4,4,0,1,40,2571.1830171429
346.428,2,2,0,1,27,2604.014
155.352,2,2,0,0,31,934.153
346.212,2,1,0,1,28,787.555
331.584,2,2,0,1,76,1159.196
429.576,2,2,0,0,31,1489.964
121.344,2,1,0,0,49,512.363
228.096,2,2,0,1,58,1281.215
306.948,2,3,0,1,39,2172.771
668.58,2,4,0,1,60,3032.777
576.456,2,2,2,1,32,2064.111296
202.176,2,2,0,1,26,1785.45
313.2,2,2,0,1,56,1907.96
866.448,2,5,0,1,42,3605.008
688.2,2,2,0,0,45,2232.138
224.964,2,2,0,0,39,1289.35
288.828,2,1,12,1,28,2314.35
170.544,2,1,0,1,46,1569.6716
328.2,2,3,0,1,38,3024.59745
358.992,2,2,0,1,29,2446.948
216.36,2,2,0,0,54,968.908
185.808,2,2,0,1,73,1150.204
612.792,2,2,0,1,30,3310.71
178.86,2,1,0,0,68,866.132
365.28,2,5,0,1,36,1875.224
219.612,2,2,0,1,67,1089.555
41.436,2,1,0,0,39,822.379
104.988,2,1,0,0,53,756.115
273.276,2,1,0,1,47,1311.688
54.828,2,1,0,0,80,749.4
159.816,2,1,0,0,39,1933.062
389.34,2,2,0,1,72,1210.895
247.26,2,3,0,1,65,1739.578
190.188,2,2,0,0,78,1262.07
172.128,2,1,0,0,68,672.1
323.976,2,3,0,1,28,2195.431
418.908,2,2,0,1,38,1493.992
412.32,2,3,0,1,27,1834.604
298.188,2,4,0,1,41,1197.034
176.988,2,1,0,1,82,735.9
686.652,2,3,0,1,41,2939.702
775.968,2,5,0,1,41,2630.217
402.78,2,3,0,0,37,296.344
712.752,2,3,0,1,64,3486.292
412.788,2,2,0,1,81,1873.675
265.272,2,2,0,1,57,3372.159
520.692,2,4,0,1,48,2249.53
211.428,2,2,0,0,57,934.04
192.012,2,2,0,1,56,1111.825
652.56,2,2,0,0,50,1350.138
173.004,2,1,0,1,70,1960.36
290.688,2,2,0,1,27,2480
122.388,2,1,0,0,61,769.525
238.62,2,2,0,0,42,1833.016
174.204,2,2,0,1,70,884.624
299.664,2,1,0,0,42,1325.212
135.768,2,1,0,0,61,607.136
581.892,2,3,0,1,56,1706.517
312.984,2,2,0,0,43,1389.049
769.86,2,4,0,1,39,2736.764
363.564,2,2,0,0,67,1158.804
610.332,2,5,0,1,54,2176.85
204.888,2,1,0,1,65,750.42
638.34,2,2,1,1,35,3823.854
573.24,2,3,0,0,55,2245.024
254.292,2,1,0,1,72,673.2
234.96,2,2,0,0,42,2360.955
106.152,2,1,0,0,34,1425.503
174.72,2,1,0,1,48,870.563
263.04,2,4,0,1,44,2936.817
209.964,2,2,0,0,57,1873.572
459.336,2,5,0,1,37,3783.839
204.768,2,2,0,1,65,2311.728
404.184,2,2,0,1,26,2608.351
325.176,2,3,0,1,58,1670.439
310.032,2,3,0,1,32,2046.101
808.392,2,5,0,1,49,3329.368
178.02,2,1,0,0,61,615.775
623.304,2,4,0,1,56,2674.1
1178.412,2,4,0,1,49,3650.386
174.9,2,1,0,0,73,906.802
371.82,2,2,0,0,40,1296.129
748.488,2,4,0,1,40,4093.269
242.412,2,3,0,1,32,1313.7520625
354.096,2,2,0,0,51,1608.225
507.024,2,4,0,1,35,3278
358.62,2,2,0,1,60,773.726
195.06,2,3,0,0,40,1277.037
274.176,2,1,0,0,59,981.52
513.012,2,4,0,1,48,2014.69
368.868,2,4,0,1,51,2150.774
295.608,2,4,0,1,42,1820.784
1119.312,2,5,0,1,35,2780.964
526.992,2,5,0,1,30,4236.224
548.796,2,3,0,1,42,1942.25
278.484,2,2,0,1,78,1491.175
512.016,2,2,0,1,51,1440.449
418.068,2,2,0,1,54,1631.296
969.288,2,4,0,1,37,4923.1785
429.576,2,3,0,1,53,2428.375
261.492,2,1,0,0,62,671.59
215.172,2,2,0,0,28,968.188
520.368,2,5,0,1,47,1579.15
828.624,2,5,0,0,35,1114.118
651.732,2,2,0,0,47,2057.96
130.488,2,2,0,1,48,1256.119
713.064,2,2,0,1,57,2918.424
703.812,2,4,1,1,45,1976.248
1192.2,2,5,0,1,47,2735.37
257.016,2,1,0,0,78,696.18
344.244,2,5,0,1,24,1435.124
243.18,2,2,0,1,63,1528.7
461.604,2,3,0,1,41,2338.938
682.68,2,4,0,1,34,1893.151
795.552,2,4,0,1,39,2706.738
789.612,2,3,0,1,61,2742.324
694.824,2,3,0,1,46,1768.65
189.72,2,2,0,0,48,1340.151
532.56,2,4,0,1,33,1793.776
312.876,2,4,0,1,40,2117.24
515.376,2,4,0,1,43,2176.353
784.02,2,4,0,1,51,6765.453
375.336,2,4,0,1,48,1999.668
762.732,2,4,0,1,36,2773.447
1134.936,2,4,20,1,35,3836.154
847.02,2,4,0,1,42,2870.1548038095
931.176,2,3,0,1,53,2800.083
408.228,2,2,0,1,36,3108.84
384.732,2,2,0,1,57,6458.574625
397.188,2,2,0,1,72,1043.42
540.432,2,4,0,0,45,2030.34
341.136,2,2,0,0,38,1669.72
317.688,2,2,0,0,71,1008.69
419.724,2,2,0,1,65,1252.46
72.168,2,1,0,0,59,593.38
207.012,2,2,0,1,55,1392.977
248.16,2,1,0,0,64,813.866
646.488,2,2,0,1,54,2082.909
312.756,2,2,0,1,69,1330.984
711.36,2,4,0,1,46,3688.938
438.132,2,3,0,0,28,2644.693725
395.172,2,3,0,0,44,2461.576
813.588,2,5,0,1,38,893.164
157.872,2,2,0,0,70,897.673
443.316,2,2,0,0,44,2674.848
748.836,2,5,0,1,38,2855.468
183.108,2,1,0,0,52,522
387.144,2,2,0,1,70,1888.834
441.9,2,3,0,0,23,973.76
586.848,2,2,0,1,23,1746.95
423.456,2,4,0,0,47,2335.54
671.22,2,4,0,1,33,4674.293
191.232,2,2,0,1,42,2042.803
744.948,2,2,1,1,49,3039.846
461.748,2,2,0,1,71,1063.55
252,2,4,0,1,28,2034.389
1347.72,2,2,0,0,54,3502.212
262.224,2,2,0,1,47,1021.08
513.072,2,2,0,0,51,2167.659
651.012,2,4,0,1,78,3572.926
484.356,2,5,0,1,39,3871.782
192.612,2,1,0,0,67,477.612
213.876,3,2,0,1,33,942.908
761.628,3,3,0,1,52,2183.16
582.516,3,3,0,1,35,2567.614
290.712,3,5,0,1,31,4956.819
106.836,3,1,0,1,50,662.932
141.42,3,1,0,0,89,552
275.724,3,1,0,0,70,576.853
113.484,3,1,0,0,62,441.036
454.836,3,4,0,1,33,1784.688
411.492,3,6,0,1,37,903.929
833.124,3,4,0,1,37,2414.88
297.552,3,1,0,0,57,737.791
689.232,3,3,0,1,68,1983.705
359.496,3,4,0,1,44,1609.325
313.632,3,2,0,1,54,928.09
171.588,3,1,0,0,54,677.094
260.484,3,2,0,0,58,691.705
823.164,3,7,0,1,41,3870.265
252.816,3,1,0,0,67,455.276
666.792,3,3,0,1,48,1918.754
205.536,3,4,0,0,38,1205.8
239.184,3,2,0,0,48,393.438
235.488,3,4,0,1,48,1672.47
574.356,3,6,0,1,41,2461.388
619.056,3,3,0,0,31,1698.223
129.348,3,1,0,0,64,669.75
669.216,3,6,0,1,34,1713.964
137.148,3,1,0,1,79,674.424
199.176,3,1,0,0,75,462.337
408.648,3,2,0,1,74,1457.948
168.864,3,4,0,1,48,535.152
905.952,3,4,0,1,47,3054.022
339.024,3,2,0,1,55,1350.1
361.728,3,4,0,1,39,1325.2
235.98,3,4,0,0,35,780.08
498.24,3,4,0,1,49,1671
479.28,3,4,0,1,48,1371.92
640.728,3,5,0,1,52,1428.16
169.812,3,1,0,0,76,517.3
499.128,3,4,0,1,38,1328.2
294,3,1,0,0,50,1084.001
182.34,3,1,0,1,66,750.84
326.916,3,3,0,1,24,1474.062
601.536,3,6,0,1,44,80.4
469.8,3,3,0,1,28,927.364
296.82,4,5,0,1,42,2219.572
369.096,4,1,0,0,83,591.688
70.02,4,2,0,0,61,655.626
79.524,4,2,0,1,27,402.06
183.48,4,3,0,0,46,807.441
372.204,4,3,0,1,48,1280.198
111.312,4,2,0,0,56,1129.752
73.788,4,2,0,0,45,317.58
200.304,4,2,0,0,61,993.96
689.76,4,3,0,1,60,2034.279
294.18,4,3,0,1,32,1089.55
583.524,4,5,0,1,46,2275.087
147.768,4,2,0,1,30,2650.147
393.9,4,3,0,1,34,1043.836
387.108,4,3,0,1,64,886.147
547.212,4,5,0,1,42,2076.1502635616
222.588,4,1,0,0,74,694.445
335.16,4,2,0,1,56,1287.615
219.9,4,2,0,1,28,766.801
216.756,4,1,0,1,54,903.198
342.564,4,2,0,1,47,779.88
515.076,4,5,0,1,40,1965.848
376.032,4,2,0,1,65,953.923
428.688,4,2,0,1,53,1502.729
1032.672,4,4,0,1,39,2465.804
420.792,4,2,0,1,46,1383.999
153.864,4,1,0,0,60,504.769
665.448,4,4,0,1,44,2177.206
220.644,4,4,0,1,31,2062.464
124.788,4,1,0,0,83,635.122
880.416,4,4,0,1,43,3247.328
401.256,4,3,0,1,57,979.156
317.52,4,2,0,1,53,1157.68
130.488,4,1,0,0,73,374.759
625.236,4,3,0,1,48,1865.996
430.416,4,4,0,1,41,1943.6
609.384,4,2,0,1,66,1248.938
101.352,4,1,0,0,77,524.519
728.964,4,4,0,1,43,2506.964
304.092,4,4,0,1,25,1602.764
588.684,4,5,0,1,34,2941.364
697.836,4,7,0,1,27,2266.374
67.248,4,1,0,0,83,452
205.68,4,2,0,0,60,615
589.704,4,6,0,1,47,4731.155
443.64,4,5,0,1,39,1325.6
332.4,4,5,0,1,48,2051.954
219.504,4,2,0,0,48,1816.09
357.732,4,4,0,1,56,5242.86871875
420.24,4,5,0,1,57,1665
303.708,4,2,0,1,60,1007.62
329.136,4,3,0,0,54,2037.05
311.652,4,2,0,1,70,1454.48
273.444,4,5,0,1,68,1503.92
235.404,4,5,0,1,37,2323.399
202.38,4,2,0,1,51,1451.054
408,4,3,0,1,31,2117.682
199.836,4,2,0,1,52,739.4
358.38,4,2,0,1,57,1741.903
133.716,4,4,0,0,51,1751.452
249.564,4,2,0,1,73,1334.32
130.008,4,1,0,0,71,697.86
238.512,4,1,0,1,47,636.875
430.272,4,3,0,1,60,469.813
338.136,4,4,0,0,45,2230.4
160.608,4,4,0,1,48,1621.8
117.864,4,2,0,0,24,2708.058
259.128,4,2,0,1,65,1469.501
588.096,3,5,0,1,51,1825.37
611.712,3,5,0,1,47,2847.82
374.556,3,3,0,1,44,2618.212
253.176,3,1,0,0,65,725.64
809.136,3,5,0,1,39,3967.846
386.988,3,2,0,1,72,1231.5
645.636,3,3,0,1,49,2027.594
582.444,3,2,0,1,43,2572.777
822.168,3,2,0,1,50,3580.031
232.068,3,1,0,0,22,1224.16
397.38,3,4,0,1,35,2451.788
601.308,3,4,0,1,40,2908.68
91.08,3,1,0,1,35,1249.546
440.496,3,5,0,1,39,2593.537
688.848,3,4,0,1,35,2695.63
981.252,3,7,0,1,47,5248.368
700.356,3,2,0,0,33,2374.402
549.816,3,6,0,1,47,2042.223
1017.072,3,3,3,1,50,3857.194
413.052,3,3,0,1,49,1944.848
488.64,3,3,0,0,52,4060.146
631.656,3,2,2,1,25,2014.356
286.284,3,1,0,0,59,1032.912
332.712,3,3,0,1,37,2100.124
329.892,3,1,0,0,85,712.968
502.032,3,3,0,1,55,2934.57
527.124,3,4,0,1,44,3775.30520625
423.516,3,2,0,1,62,1076.722
143.352,3,1,0,0,51,1081.134
159.768,3,1,0,0,38,437
155.772,3,1,0,0,56,750.96
279.228,3,2,0,0,52,1526.993
892.236,3,8,0,1,47,4703.500875
379.416,3,3,0,1,61,2160
186.972,4,1,0,0,63,776.652
306.828,4,2,0,1,53,1007.16
157.896,4,2,0,1,58,976.98
342.18,4,9,0,1,56,1378.664
678.036,4,4,0,1,48,2046.443
379.788,4,2,0,1,54,1073.7
392.784,4,3,0,1,53,2260.698
654.78,4,2,0,1,49,1775.679
396.168,4,3,0,0,43,931.65
295.536,4,6,0,1,36,3291.48
531.984,4,5,0,1,53,2102.469
260.124,4,2,0,0,79,1621.829
596.388,4,4,0,1,47,1192.44
292.92,4,1,0,1,45,540
559.284,4,6,0,1,42,2111.90536
148.98,4,4,0,1,24,746.364
391.164,4,4,0,1,58,837.4
289.464,4,2,0,1,46,372.8
106.092,4,1,0,1,40,184.2
230.928,4,2,0,1,59,1050.6
200.688,4,5,0,1,37,776.5
767.436,4,6,0,1,43,1295.8
223.248,4,2,0,1,81,709.1
149.808,4,1,0,0,56,833.708
564.348,4,4,0,1,38,2217.636
904.632,4,5,3,1,40,1385.6
542.724,4,3,0,0,58,1613.502
145.044,4,1,0,0,78,780.092
318.9,4,3,0,1,47,2705.415824
262.908,4,2,0,1,56,1223
204.576,4,1,0,0,76,430.038
246.744,4,1,0,0,52,1431.739905
489.204,4,4,0,1,40,1033.9
280.692,4,3,0,1,40,1317.8
716.136,4,4,0,1,57,2489.956
455.688,4,5,0,1,51,1942.212
226.008,4,1,0,0,62,668.84
449.184,4,3,0,1,54,2266.3
350.088,4,3,0,1,59,847.2
124.008,4,1,0,0,64,1001.2
607.764,4,4,0,1,42,3044.614
583.236,4,3,0,1,49,2279.575
391.5,4,3,0,1,54,1249.65
171.912,4,1,0,0,67,544.7
383.436,4,4,0,1,49,2570.611
224.064,4,2,0,1,60,1037.376
335.532,4,5,0,1,43,1934.745
310.308,4,2,0,1,71,804.42
235.932,4,2,0,1,63,756
462.216,4,2,0,1,70,1582.56
247.524,4,4,0,1,37,2089.52
577.404,4,4,0,1,50,1090.2
348.384,4,3,0,1,60,1815.168
333.6,4,4,0,1,38,2317.706025
414.84,4,4,0,1,58,2556.9927
177.048,4,2,0,1,62,920.25
463.668,4,3,0,1,55,3255.9416
442.68,4,6,0,1,60,2264.857
274.596,4,4,0,1,42,2134.34
191.772,4,2,0,1,50,724.128
146.532,4,1,0,0,91,469
132.12,4,2,0,1,48,863.09
468.36,4,5,0,1,39,1500.7
439.404,4,6,0,1,41,1300.764
334.452,4,7,0,1,35,2180.464
297.384,4,4,0,0,48,756.215
375.06,4,2,0,1,54,847.025
490.74,4,5,0,1,67,1537
140.316,4,2,0,1,54,795.431
227.328,2,4,0,1,37,1230.824
435.024,2,4,2,1,42,1215
251.184,2,3,2,1,42,1198
204,2,5,0,0,52,914.28
195.492,2,3,0,0,45,1771.88
287.052,2,3,0,1,27,3727.79
167.868,2,3,0,0,44,684.5
498.624,2,4,1,1,43,1033.7
74.796,2,1,0,0,82,384.8
333.372,2,3,0,1,40,2160.15
390.252,2,3,0,1,37,1851.212
310.14,2,4,0,1,39,2287.15
468.648,2,2,0,0,45,1129.143
394.524,2,4,0,1,41,1670.382
382.896,2,3,0,1,50,1312.8
397.692,2,3,0,1,45,2255
444.48,2,3,0,1,38,3114.18
300.408,2,4,0,1,44,1502.404
524.52,2,3,0,1,35,2785.7
541.908,2,2,0,1,59,1807.412
124.536,2,3,0,1,34,2498.25
899.844,2,3,2,0,34,2519.016
650.82,2,4,0,1,40,3074.933
874.164,2,4,3,1,44,3264.165375
188.736,2,1,0,0,76,1340
211.392,2,1,0,0,79,-73.924
356.94,2,4,0,1,49,3737.225
520.74,2,2,0,1,65,1990
706.14,2,4,1,1,56,2818.47
424.944,2,4,0,1,56,1739.1
223.344,2,1,0,0,28,778.344
115.152,2,1,0,1,63,660
322.668,2,5,0,1,40,2867.5
142.26,2,2,0,1,56,2574.4
498.504,2,3,2,1,58,3472.15
747.108,2,2,1,1,70,3108.87
477.624,2,2,0,1,59,1207.852
721.8,2,3,0,1,36,7407.2
1206.852,2,9,0,1,50,6568.733
396.18,2,2,0,1,52,2456
462.768,3,5,0,1,33,2920.441
758.652,3,4,0,1,46,1846.761
283.224,3,3,0,1,55,1287.87755
599.256,3,4,0,1,27,1700.818
493.476,3,4,0,1,55,2137.953
368.484,3,2,0,0,39,1605.9527
307.068,3,4,0,1,46,2137.066
392.496,3,4,0,1,53,4520.346
533.592,3,4,0,1,52,2428.596
129.552,3,1,0,1,54,880.448
247.596,3,2,0,1,70,1431.75
389.448,3,2,0,1,77,1347.5
437.184,3,2,0,1,45,2608.149
229.752,3,2,0,1,68,1249.5
497.868,3,4,0,1,36,2444.73848
531.648,3,3,0,1,50,2128.19208
526.032,3,4,0,1,50,4906.186
424.404,3,4,0,1,47,1161.885
281.7,3,2,0,1,47,2711.0974
354.48,3,1,0,0,58,799.31
545.016,3,4,0,1,34,1107.081
613.416,3,4,0,1,51,3558.65
298.2,3,2,0,1,61,1681.401
220.428,3,2,0,1,71,990.982
549.792,3,7,0,0,53,3656.404
517.092,3,5,0,1,33,1772.464
564.372,3,6,0,1,38,3128.815
797.58,3,5,0,1,47,3290.406
130.944,3,1,0,0,73,640.831
420.72,3,4,0,1,42,1829.781
428.628,3,5,0,0,49,2707.026
130.68,3,3,0,1,48,697.234
225.72,3,4,0,1,29,2339.373625
208.8,3,1,0,0,84,706.298
245.844,3,5,0,1,61,3259.47
464.46,3,6,0,1,57,3006.705
542.472,3,8,0,0,54,4783.875625
464.928,3,3,0,1,53,2242.127
